Search Query,Title,Job Link,Tags,Client Spent,Payment Info,Payment Verified/Unverified,Description,Posted Time
Machine Learning Data Science,AI/ML Engineer Needed for Product Description Matching Project,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-Needed-for-Product-Description-Matching-Project_~021945057218953249862/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Deep Learning, Artificial Intelligence, Python, Natural Language Processing","$0
spent","Est. time:
1 to 3 months, Hours to be determined",Payment verified,"Overview: We are a leading supplier of pipeline materials for the oil, gas, and petrochemical industries. We receive customer orders with varied product descriptions, often containing abbreviations, synonyms, or detailed technical specifications. To streamline our sales and procurement processes, we want to develop an AI/ solution that accurately matches these customer descriptions to our standardized internal product codes. Project Scope: * Analyze diverse customer-provided product descriptions, extracting key characteristics (e.g., product type, dimensions, materials, standards). * Develop and implement an AI-driven solution (using NLP and techniques) to map these descriptions accurately to our existing product codes. * Ensure the solution handles both short descriptions with abbreviations and synonyms, as well as longer, detailed technical descriptions. * Deliver a functional prototype, provide code documentation, and offer guidance on further training and integration. How Our Product Codes Relate to Descriptions: Our internal product codes are structured hierarchically, reflecting detailed product characteristics in a standardized format. Each segment of a code corresponds to specific attributes such as product type, size, material, and standards. Required attributes vary per producttype. For example: 001.002.001.015.007.001.002.001 might represent: Product Type: Seamless Pipe (001) End Type: Beveled End (BE) (002) Size: 6 inches (001) Schedule: S40 (015) Material: A106B (007) Etc. Skills and Expertise Required: * Proven expertise in AI/, specifically NLP (Natural Language Processing) and semantic text matching. * Familiarity with industry standards for pipeline materials (pipes, fittings, flanges, etc.) is highly desirable. * Proficiency with Python and experience with libraries/frameworks (e.g., Hugging Face Transformers, spaCy, scikit-, TensorFlow, PyTorch). * Experience integrating AI solutions into existing business systems. Expected Deliverables: * Working prototype or MVP demonstrating the matching capability. * Well-documented, maintainable, and scalable source code. * Detailed instructions for preparation, model training, and ongoing maintenance. * A REST API or similar interface for seamless integration with our existing applications. Timeline and Commitment: We anticipate this project will span approximately 4-6 weeks initially, with potential for ongoing collaboration based on successful outcomes. Application Requirements: Please include the following in your proposal: * Your relevant experience and examples of similar AI/NLP projects. * Familiarity or experience with product classification or industrial material standards. * Estimated timeline and initial budget estimate. We look forward to collaborating with an expert who can significantly enhance our operational efficiency with innovative AI solutions. Note. Attached Excelsheet include some examples of description from customers and our own description and associated productcode.",2025-07-15 15:23:51
Machine Learning Data Science,"Experienced Python Developer for LLM-Powered Chatbots, AI Agents, and RAG Applications",https://www.upwork.com/jobs/Experienced-Python-Developer-for-LLM-Powered-Chatbots-Agents-and-RAG-Applications_~021945051663111062598/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Data Science, AI Chatbot, Chatbot Development, AI Model Development","$0
spent","Est. time:
3 to 6 months, 30+ hrs/week",Payment unverified,"We are seeking a highly skilled Python developer with extensive experience in Large Language Models (LLMs) such as Claude, GPT, Grok, DeepSeek, and others. The ideal candidate will have a strong background in building advanced chatbots, AI agents, and applications based on Retrieval-Augmented Generation (RAG) and Model Context Protocol (MCP). Key Responsibilities: Develop and deploy chatbots and AI agents leveraging LLMs. Build and optimize RAG-based applications using tools like Llama_index, Langchain, Pinecone. Implement scalable serverless solutions on AWS Lambda, EC2, and related cloud services. Integrate chatbot and call agent functionalities using tools such as Vapi. Connect AI solutions with CRM platforms including GoHighLevel, Zoho, and other SaaS products. Collaborate closely to understand project requirements and deliver clean, maintainable Python code. Requirements: 8+ years of professional Python development experience. Proven expertise working with LLMs (Claude, GPT, Grok, DeepSeek, etc.). Hands-on experience with AI frameworks and libraries including Llama_index, Langchain, Pinecone. Strong knowledge of AWS services (Lambda, EC2). Experience building chatbot/call agent integrations using Vapi or similar platforms. Familiarity with CRM integration, especially GoHighLevel and Zoho. Ability to work independently, manage timelines, and deliver high-quality results. If you have a passion for AI and building innovative solutions that leverage cutting-edge LLM technology, please apply with examples of your past projects or demos.",2025-07-15 15:23:54
Machine Learning Data Science,Python + Langchain + RAG expert needed for file search chatbot,https://www.upwork.com/jobs/Python-Langchain-RAG-expert-needed-for-file-search-chatbot_~021945031951617146610/?referrer_url_path=/nx/search/jobs/,"Back-End Development, Python, API, LangChain, LLaMA, Indexing","$10
spent","Est. budget:
$100.00",Payment verified,"Hey Fozil, I am gonna add chatbot which answers about the uploaded files including several pdfs and images. I can give you 3 days, this is urgent task.",2025-07-15 13:23:56
Machine Learning Data Science,Help Us Build a Custom GPT for Flyfishing Retail – Using Our Content & Aussie Voice,https://www.upwork.com/jobs/Help-Build-Custom-GPT-for-Flyfishing-Retail-Using-Our-Content-Aussie-Voice_~021945039241464299250/?referrer_url_path=/nx/search/jobs/,"GPT API, Prompt Engineering, Vector Database","$10K+
spent","Est. time:
More than 6 months, 30+ hrs/week",Payment verified,"Help Us Build a Custom GPT for Flyfishing Retail – Using Our Content & Aussie Voice We’re The Flyfisher – Australia’s leading flyfishing gear store. We’re looking to hire someone who can help us create our own GPT model trained on our content and tuned to suit the unique needs of our business and customers. We’ve got a treasure trove of over 2,000 flyfishing articles (PDFs, blog posts, print magazines, etc.) and want to build a GPT that truly understands flyfishing in an Australian and NZ context. The standard AI tools out there just don’t cut it – they lean too heavily on American content and miss the mark when it comes to how Aussies speak, think, and fish. What we need: A custom GPT model trained on our flyfishing content Set up to only recommend products we stock (we run on Shopify) Ability to prioritise our existing content and ignore US-based answers that aren’t relevant to our customers Aussie/NZ tone – casual, informative, and fun (no stiff corporate voice) Future-proof setup so it can be used: As an in-store AI assistant (voice activated) As a website chatbot that helps sell gear and answer customer questions Integration with our Shopify product to only reference in-stock items You’ll ideally have experience with: GPT fine-tuning and embedding custom datasets Setting up custom AI tools with OpenAI or similar APIs Shopify integration (especially product availability syncing) Natural language training/customisation – Aussie tone is essential Knowledge of flyfishing is a bonus, but not essential (we’ve got the content for that) Deliverables: A working MVP GPT that can answer technical flyfishing questions Uses only our provided articles as its knowledge base Recommends only available products from our Shopify inventory Deployed as a web chatbot (with plans for in-store voice assistant to follow) What success looks like: When someone asks about choosing a leader for chasing trout on the Goulburn River, the GPT gives an expert answer that sounds like a seasoned Aussie flyfisher – and it recommends Frog Hair, the brand we recommend in-store, not whatever’s trending on US websites. Keen to work with someone who can: Help guide the tech setup Communicate clearly with someone that is tech savvy but not an AI expert. Deliver clean, future-ready results If this sounds like a project you’d enjoy, we’d love to hear from you. Flick us a message with a quick rundown of relevant experience and any questions you’ve got. Let’s make the smartest flyfishing assistant in the world – Aussie style.",2025-07-15 14:23:58
Machine Learning Data Science,AI/ML Developer Needed to Build Virtual Try-On System Using GANs and Pose Estimation,https://www.upwork.com/jobs/span-class-highlight-span-Developer-Needed-Build-Virtual-Try-System-Using-GANs-and-Pose-Estimation_~021944976270067285746/?referrer_url_path=/nx/search/jobs/,"Machine Learning, AI Development","$10K+
spent","Est. budget:
$3,000.00",Payment verified,"We’re looking for an experienced AI/ML engineer (or a small team) to help us build a Virtual Try-On Web Application for fashion and eyewear using pose estimation, image segmentation, and GAN-based image generation. The application should allow users to upload their photo or use their webcam, select a product (like a t-shirt, jacket, or glasses), and see how it would look on them — all in a realistic, pose-aware, and natural-looking way. This project involves deep , computer vision, and web development — ideally suited for someone who has worked on similar real-world AI projects or research prototypes. ⸻ Core Features: 1. User Input & Image Handling: • Upload image or capture via webcam • Face/body landmark detection • Basic image cleanup and orientation handling 2. Pose Estimation & Keypoint Detection: • Use models like MediaPipe, OpenPose, or similar • Detect body parts and poses for accurate garment placement 3. Garment/Eyewear Segmentation: • Remove background from product images • Generate clean masks or outlines for overlay 4. Virtual Try-On Engine (GAN-based): • Use TryOnGAN, VITON, SwapNet, or similar • Generate photo-realistic image with the selected item realistically worn by the user • Optional: fine-tune models for better results 5. Frontend Web App (MVP): • Simple interface to upload image, choose products, and see try-on preview • Optional catalog with sample products • Option to download/share the result 6. (Optional) Smart Outfit Recommendation System: • Recommend matching apparel/accessories using style embeddings or AI rules Deliverables: • Working MVP hosted online (or instructions to run locally) • Codebase with clear documentation • Sample product catalog (you can use open-source fashion datasets) • Basic UI (mobile-friendly, functional — not polished UI/UX required) • Summary of models used, training process (if fine-tuned), and limitations",2025-07-15 10:24:00
Machine Learning Data Science,Development of Gen AI Model for Text Comparison in Tables,https://www.upwork.com/jobs/Development-Gen-Model-for-Text-Comparison-Tables_~021944993377748567637/?referrer_url_path=/nx/search/jobs/,"Data Science, Python, Artificial Intelligence","$20K+
spent","Est. time:
1 to 3 months, Less than 30 hrs/week",Payment verified,"We are seeking a skilled AI developer to create a Generative AI model that specializes in performing text comparisons between tables. The scenario is as noted below: 1. We will provide a master table with rows that has descriptive text. Each row will have a unique ID 2. There are other tables with software tests written per row. 3. The goal is to find for a unique ID of the master table the table and test ID that match it. The ideal candidate will have experience in designing algorithms that can accurately analyze and compare text . The project will involve understanding our specific requirements and implementing a solution that meets our needs effectively. If you have a strong background in AI development and a passion for innovative solutions, we would love to hear from you.",2025-07-15 11:24:02
Machine Learning Data Science,Freelancers needed to join Upwork Agency,https://www.upwork.com/jobs/Freelancers-needed-join-Upwork-Agency_~021945016656426468422/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Security Analysis, Artificial Intelligence","$8K+
spent","Est. time:
More than 6 months, 30+ hrs/week",Payment verified,Hello ! We're looking for experts in AI/ML and experts in Cybersecurity to join our Upwork Agencies You must be: 1. Have a very good profile (client reviews) - 100% JSS 2. Full-Time Freelancer (or at least dedicated enough time on Upwork) You will have the opportunity of: 1. Being an Agency Business Manager 2. Expand your network of clients 3. Land full time jobs 4. Send Proposals for free using the agency connects 5. Enhance your job history and strengthening your profile Thanks,2025-07-15 12:24:04
Machine Learning Data Science,"Python Developer for Advanced Voice AI Assistant (Personality, Memory, & API Integration)",https://www.upwork.com/jobs/Python-Developer-for-Advanced-Voice-Assistant-Personality-Memory-API-Integration_~021944993451610760913/?referrer_url_path=/nx/search/jobs/,"AI Development, API Integration, Python, Automatic Speech Recognition, Artificial Intelligence","$0
spent","Est. time:
1 to 3 months, 30+ hrs/week",Payment verified,"I’m seeking a skilled Python developer with AI assistant experience to help stabilize and expand a voice-based assistant project currently under active development. The assistant is built around GPT-based conversation, persistent memory, voice input/output, and emotional tone adaptation. We’ve completed most of the personality and behavior systems, and are now looking for help resolving recent stability issues, finalizing the memory system, and beginning integration with third-party services (e.g. calendar, messaging, smart home tools). This is Phase 1 of a larger roadmap. The role may grow into ongoing collaboration, with later phases covering cross-platform app packaging, GUI development, and user onboarding. You’ll be working with a clean, modular Python architecture. The code is structured and functioning, but certain modules (response cadence, voice, emotional inference) need debugging and refinement before we proceed to integrations. This is a passion project moving toward commercial readiness in the future. For now, we're focused on delivering a rock-solid personal assistant experience with strong memory, privacy-first logic, and future-proof extensibility. Key Tasks: Stabilize assistant output (response filtering and logic coordination) Fix responsiveness and voice pipeline bugs Finalize memory structure (currently JSON; migration planned) Prepare modules for external service integrations (calendar, productivity, smart home) Refactor and modularize for long-term use Ideal Experience: Python (3.x), modular code structure Conversational AI logic / GPT APIs Text-to-speech (TTS) and speech-to-text (STT) systems API integration Context memory, tone analysis, and intent parsing Next Steps: Please review the attached project overview document for full details. If this excites you and aligns with your skills, I’d love to hear your thoughts and begin a conversation through Upwork’s messaging system.",2025-07-15 11:24:06
Machine Learning Data Science,AI/ML Engineer & Full Stack Developer Needed,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-amp-Full-Stack-Developer-Needed_~021945050625851823660/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Python, Artificial Intelligence, TensorFlow, JavaScript, React, Node.js","$0
spent","Est. time:
1 to 3 months, Less than 30 hrs/week",Payment unverified,"We are seeking a talented AI/ML Engineer who is also proficient in full stack development. The ideal candidate will design and implement machine learning models and integrate them into scalable applications. You will be responsible for the entire development process, from collection to model deployment. If you have a passion for innovative solutions and a strong tech stack, we want to hear from you!",2025-07-15 15:24:08
Machine Learning Data Science,Pill identification API - Computer Vision,https://www.upwork.com/jobs/Pill-identification-API-Computer-Vision_~021944964592781693271/?referrer_url_path=/nx/search/jobs/,"Machine Learning, AI Agent Development, Feature Extraction, Image Recognition","$0
spent","Est. time:
1 to 3 months, Less than 30 hrs/week",Payment verified,"Build and optimize computer vision API for pill identification (shape, color, imprint match) Train and refine deep learning models (PyTorch/TensorFlow, OpenCV, OCR) Work with real-world pill photos and DIN metadata Deploy as fast, reliable REST API (FastAPI/Flask) Handle multi-pill images, blurry shots, angle variation Bonus: medical imaging or Health Canada drug dataset experience Remote, flexible, immediate start – short-term with long-term potential",2025-07-15 09:24:10
